0.000000000000000000e+00,-1.555339304173486203e+00,-8.535461873105774089e-01,-4.125774804553389075e+00,-1.219680768082401112e+00,-7.614310657230901613e-01,-8.310910292294831914e-02,1.000000000000000000e+00
2.000000000000000042e-03,-1.555306928028230562e+00,-8.537921375565613591e-01,-4.124805727922159271e+00,-1.220406102545197546e+00,-7.613992640880102858e-01,-8.310487107661371220e-02,1.000000000000000000e+00
4.000000000000000083e-03,-1.555292045996455874e+00,-8.540491805586992724e-01,-4.123814348173217681e+00,-1.221139126432697841e+00,-7.613844347558464953e-01,-8.310668474054846988e-02,1.000000000000000000e+00
6.000000000000000125e-03,-1.555277151235935129e+00,-8.543056906737080958e-01,-4.122823236604345354e+00,-1.221872413844895533e+00,-7.613695927416552767e-01,-8.310850001221362082e-02,1.000000000000000000e+00
8.000000000000000167e-03,-1.555262227986851986e+00,-8.545616707914909238e-01,-4.121832398892578908e+00,-1.222605954824273145e+00,-7.613547223414361964e-01,-8.311031881251605691e-02,1.000000000000000000e+00
1.000000000000000021e-02,-1.555247276152776026e+00,-8.548171200499726785e-01,-4.120841834620400768e+00,-1.223339750641570856e+00,-7.613398234591098879e-01,-8.311214115353710019e-02,1.000000000000000000e+00
1.200000000000000025e-02,-1.555232295651895580e+00,-8.550720375773956938e-01,-4.119851543362790025e+00,-1.224073802586001847e+00,-7.613248960131637766e-01,-8.311396704557839910e-02,1.000000000000000000e+00
1.400000000000000029e-02,-1.555217286402102328e+00,-8.553264224977679131e-01,-4.118861524695695664e+00,-1.224808111950014711e+00,-7.613099399217904129e-01,-8.311579649897959943e-02,1.000000000000000000e+00
1.600000000000000033e-02,-1.555202248320976643e+00,-8.555802739308490112e-01,-4.117871778196050769e+00,-1.225542680029293452e+00,-7.612949551028715955e-01,-8.311762952412030114e-02,1.000000000000000000e+00
1.800000000000000211e-02,-1.555187181325785151e+00,-8.558335909921424012e-01,-4.116882303441761870e+00,-1.226277508122774140e+00,-7.612799414739767068e-01,-8.311946613142026652e-02,1.000000000000000000e+00
2.000000000000000042e-02,-1.555172085333477616e+00,-8.560863727928729183e-01,-4.115893100011714267e+00,-1.227012597532664895e+00,-7.612648989523594922e-01,-8.312130633133982260e-02,1.000000000000000000e+00
2.199999999999999872e-02,-1.555156960260689392e+00,-8.563386184399783829e-01,-4.114904167485762265e+00,-1.227747949564460095e+00,-7.612498274549603927e-01,-8.312315013437956979e-02,1.000000000000000000e+00
2.400000000000000050e-02,-1.555141806023735418e+00,-8.565903270360892829e-01,-4.113915505444733611e+00,-1.228483565526958143e+00,-7.612347268984007709e-01,-8.312499755108115895e-02,1.000000000000000000e+00
2.600000000000000228e-02,-1.555126622538612002e+00,-8.568414976795118987e-01,-4.112927113470425056e+00,-1.229219446732282561e+00,-7.612195971989844656e-01,-8.312684859202706944e-02,1.000000000000000000e+00
2.800000000000000058e-02,-1.555111409720994597e+00,-8.570921294642189769e-01,-4.111938991145598798e+00,-1.229955594495893756e+00,-7.612044382726953495e-01,-8.312870326784090047e-02,1.000000000000000000e+00
2.999999999999999889e-02,-1.555096167486234471e+00,-8.573422214798247509e-01,-4.110951138053986931e+00,-1.230692010136612113e+00,-7.611892500351948865e-01,-8.313056158918775973e-02,1.000000000000000000e+00
3.200000000000000067e-02,-1.555080895749360037e+00,-8.575917728115793892e-01,-4.109963553780278112e+00,-1.231428694976631988e+00,-7.611740324018224646e-01,-8.313242356677413847e-02,1.000000000000000000e+00
